Open,High,Low,Close,Volume,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_macd_diff,trend_adx,momentum_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_roc,volatility_atr,volatility_bbw,volume_obv,volume_vwap,volume_mfi
201.0326995849609,201.44000244140625,200.9900054931641,201.2700042724609,470488,201.5148836771647,201.92729568481445,201.5408745201641,201.9446890345421,-0.0701674026995789,0.0,33.52046819127722,0.3193516249092901,0.3172799492587721,-0.4303923616376801,0.5097681025051325,1.1680094448716556,-3966300,201.6916308112149,13.1651763564507
201.2740020751953,201.42999267578125,201.22999572753903,201.26019287109372,298051,201.44656626383463,201.89552888416108,201.49769272799944,201.89398561502745,-0.0501166202796389,0.0,33.36524640507683,0.4819732022035827,0.3552041931677309,-0.4056853486404478,0.478790987078838,1.124571997631779,-4264351,201.59543276648796,17.22672556792743
201.26019287109372,201.2852020263672,201.1150054931641,201.22999572753903,382184,201.38656616210935,201.8652773770419,201.45650857408245,201.8448011789172,-0.0336930704691103,0.0,32.86088555465304,0.6486226437190153,0.4833158236106293,-0.3565245018981873,0.4479315416912667,1.136676537565937,-4646535,201.51199683686423,17.874314374945413
201.22999572753903,201.2389068603516,201.125,201.19000244140625,264296,201.342399597168,201.83591759723168,201.4155076305938,201.79629756873123,-0.0209523230174321,0.0,32.16735078788403,0.7278555446697862,0.6194837968641281,-0.2627398255451129,0.4145290735572963,1.1508004896675066,-4910831,201.44393821248,18.81637508444101
201.19000244140625,201.41799926757807,201.1499938964844,201.38180541992188,290690,201.32587560017905,201.8169962565104,201.41032267510585,201.7655944465972,0.0036526749029069,0.0,38.8346144765651,0.8087186690463465,0.7283989524783827,-0.0983668379841785,0.3998767033109416,1.1069186838990857,-4620141,201.3953145526896,23.559703520907647
201.3999938964844,201.62159729003903,201.38999938964844,201.5500030517578,507160,201.34420903523764,201.8063165283203,201.4318119638215,201.7496247136461,0.0328893572557358,0.0,44.02995175807694,0.8983386562556129,0.8116376233239152,0.1092739376656531,0.3838682199915663,0.9762065197921064,-4112981,201.3668827085669,30.97529426499429
201.57000732421875,201.7400054931641,201.5200042724609,201.69000244140625,315452,201.33004252115884,201.80184290959284,201.4715335757576,201.74520824903576,0.0616219470417567,0.0,47.98987591908285,1.0,0.9023524417673198,-0.0842158765636082,0.3674815200627221,0.8195005752536837,-3797529,201.35793485302517,37.32611195271826
201.6999969482422,201.80999755859372,201.6118011474609,201.75,327778,201.3433837890625,201.75992349477917,201.51437456410255,201.7455631935516,0.0832863926966972,0.0,49.63446263836945,1.0,0.9661128854185376,0.0794162857581439,0.3505530091697312,0.6198300934574759,-3469751,201.3838429613569,47.01821305257802
201.7550048828125,201.8999938964844,201.7400054931641,201.89149475097656,290388,201.3939247131348,201.74478853665863,201.5723930543909,201.7563729385461,0.1043961103924442,33.54054036070605,53.37855100476358,1.0,1.0,0.3013096245785326,0.3314965485847893,0.5787401504071812,-3179363,201.36902677418027,43.35280900975906
201.88839721679688,201.9199981689453,201.8000030517578,201.88999938964844,291728,201.4464251200358,201.7332499577449,201.62125556750743,201.76627119418328,0.1146882942974239,31.422291976115535,53.33342752198756,0.9994390337483992,0.9998130112494664,0.3130303587437996,0.3103464054450603,0.5465877853056346,-3471091,201.36867048890312,50.164177558835405
201.8800048828125,202.0500030517578,201.8600006103516,201.8800048828125,577560,201.50320053100583,201.7092114962064,201.66106315447743,201.7746959118595,0.1168569308729509,29.390247000578288,53.01087480021823,0.994868155580808,0.9981023964430692,0.3386229293757704,0.2983120090411793,0.5358913313460059,-4048651,201.4251431590456,59.61336285355024
201.8800048828125,201.8999938964844,201.6499938964844,201.75900268554688,451693,201.5618756612142,201.6676348172701,201.676130774642,201.7735334506512,0.106469609796655,27.83629344433822,49.13633152442718,0.9421297184312584,0.9788123025868218,0.3502036302358455,0.2934808081370614,0.5393941741965188,-4500344,201.48951621749367,63.12990008480401
201.75999450683597,201.82879638671875,201.57000732421875,201.80999755859372,311736,201.60687510172525,201.6296580387996,201.69672566448068,201.776234495684,0.0994907636820531,26.66082432396208,50.76941535865366,0.9102544241534756,0.949084099388514,0.2682929769315347,0.2900116335733552,0.5554364421889587,-4188608,201.5294837657825,64.16734596349748
201.7949981689453,202.02999877929688,201.75,201.9600067138672,326570,201.6651929219564,201.598504286546,201.73723044130935,201.78984725258644,0.1011062268866319,24.78200680121085,55.314513111163954,0.914825302321067,0.9224031483019338,0.3477159754197717,0.2890103481457072,0.5821207653750181,-3862038,201.59541630557248,72.39893233450859
201.9723052978516,201.9723052978516,201.7400054931641,201.78500366210935,232353,201.71144358317056,201.5848506047176,201.7445801675863,201.78948846810667,0.0870517901146542,23.074870986425243,49.56541735499248,0.8847732347300074,0.9032843204015166,0.2758077554808384,0.2833392937998865,0.5748200113248592,-4094391,201.64172756979784,66.27734246351689
201.77999877929688,201.9499969482422,201.7550048828125,201.88999938964844,291367,201.7697766621908,201.5775428185096,201.76695235559583,201.7969337215542,0.0815829797413449,21.48967344412432,52.73916592822087,0.880122916395352,0.8932404844821421,0.3479282965096895,0.2745045709628666,0.5948024260840931,-3803024,201.67565126674504,66.23665277356135
201.8800048828125,202.0,201.8699951171875,201.9900054931641,218886,201.8204600016276,201.5790816086989,201.80126822291405,201.8112353342661,0.0812777874781459,20.10534121158235,55.604793395835785,0.880122916395352,0.8816730225069037,0.3020134177335272,0.2600546021478299,0.6109471527819571,-3584138,201.72646794674037,73.18659001604613
201.9900054931641,202.1300048828125,201.9300994873047,201.94859313964844,406397,201.8536758422852,201.58787360558145,201.8239335947193,201.82140998651656,0.0750148056263264,19.355868973028382,54.14082628963951,0.9338148028237852,0.8980202118714963,0.197762382463605,0.2540396814838282,0.6114023090015355,-3990535,201.7792690829376,79.42551492509466
201.9584045410156,201.9584045410156,201.7749938964844,201.87240600585935,246042,201.8688761393229,201.599116398738,201.83139088874088,201.8251874694309,0.0629556933868588,17.988660754785105,51.4567324340665,0.8514451480279267,0.8884609557490212,0.090437583541661,0.2469767777885703,0.5891575000218927,-4236577,201.8119008546467,74.10475657195602
201.8800048828125,201.90499877929688,201.72999572753903,201.88999938964844,203656,201.88054275512692,201.6206547663762,201.8404075811882,201.82998835241,0.053737202284075,16.913324719696956,52.04792995309846,0.6957479718998058,0.8270026409171725,0.0693925103585811,0.2397794051854946,0.5300113777990066,-4032921,201.84614953304435,67.82562421994962
201.8800048828125,202.0,201.8300018310547,201.9600067138672,280033,201.88625208536783,201.62450115497296,201.8588074477542,201.8396193421476,0.05000486328999,15.924593778590662,54.42638975372173,0.6641209924042174,0.7371047041106499,0.03393504167926,0.2328012815614764,0.5045693285058938,-3752888,201.86530406456495,67.57297064908687
201.9550018310547,202.3300018310547,201.9250030517578,202.1699981689453,418603,201.90958531697592,201.64681243896484,201.90668294332204,201.86409184783628,0.0587262825352851,16.246775569971625,60.72003644894559,0.7835772260641146,0.7144820634560459,0.138688781090378,0.2500210313350163,0.4913225010035726,-3334285,201.90093735452987,68.22629809973795
202.1499938964844,202.6300048828125,202.1100006103516,202.6000061035156,669572,201.9695854187012,201.697389455942,202.01334804489028,201.91860401492363,0.0887033736129375,17.393962031226188,69.88986406655744,0.9392744021922356,0.7956575402201892,0.3566481094158245,0.2770193554476084,0.5463024659648368,-2664713,201.97848005582068,70.68327418254695
202.5800018310547,202.63499450683597,202.25999450683597,202.285400390625,470333,202.0134518941244,201.7368281437801,202.0552022519264,201.94577411682744,0.0827099829962043,18.47209481059621,59.03183082667561,0.8256034530050934,0.8494850270871478,0.2609041966263812,0.2868174199028476,0.4911939145032347,-3135046,202.02291407917272,62.48477832844939
202.3000030517578,202.47000122070312,202.27999877929688,202.31500244140625,254639,202.05553563435876,201.7797628549429,202.0951715118464,201.97312436309247,0.0762631973208822,19.47321810572552,59.66678112591139,0.661405174633401,0.8087610099435766,0.2502377924393346,0.2771359220531878,0.4632219777420969,-2880407,202.0518198744913,54.62402807775297
202.30999755859372,202.6999969482422,202.2749938964844,202.6699981689453,429293,202.11470158894855,201.84188197209284,202.1836063821693,202.0247446450076,0.0904622285830086,21.004283615695385,66.39348958564548,0.6040624987493476,0.6970237087959473,0.3515505206355169,0.2919226350236503,0.5243177415781651,-2451114,202.12338152464355,63.90038893565681
202.69000244140625,202.69000244140625,202.3000030517578,202.3574981689453,362612,202.16240946451825,201.8837086604192,202.2103589647502,202.04939305418813,0.0740531215866792,22.425987303524547,57.32931875117267,0.572458434860259,0.6126420360810024,0.2837150910354984,0.3017303104861289,0.5259046082289757,-2813726,202.1730268211679,63.20903084798788
202.3650054931641,202.38999938964844,202.0800018310547,202.0802001953125,366879,202.1782595316569,201.9152474036584,202.1903345386829,202.05167506464176,0.0413973480525382,22.522798359272983,50.71317751999321,0.4221473472664094,0.532889426958672,0.0942101175090769,0.302557035296891,0.5100108042051433,-3180605,202.1912951161337,55.95487701014337
202.08999633789065,202.17999267578125,202.0200042724609,202.0800018310547,391851,202.1857592264811,201.9479399461013,202.1733602759708,202.05377334363533,0.0178598450775641,22.307955688907185,50.70866923244311,0.1461566898171294,0.3802541573145993,0.0445548469939869,0.2883001720992332,0.5049505316852928,-3572456,202.2002758439889,54.17115340205451
202.0800018310547,202.1100006103516,201.72000122070312,201.72000122070312,478853,202.16670989990237,201.96832451453577,202.10361272900656,202.02904948267735,-0.0217310727430023,20.77206809844022,43.20241442043218,0.0188239673677912,0.19570933481711,-0.1131931227603254,0.2984700938541536,0.5212292931181688,-4051309,202.1868001450086,46.62378538148396
201.72999572753903,201.72999572753903,201.4037933349609,201.47000122070312,551737,202.133176167806,201.9717166607197,202.0061340354214,201.9876385003089,-0.0622390271677493,20.317224149669475,38.8964314882798,0.0,0.0549935523949735,-0.1993362010777095,0.3012433237265507,0.574929177764034,-4603046,202.1309747826657,39.875533298966864
201.4600067138672,201.6300048828125,201.08999633789065,201.30499267578125,691018,202.08442560831705,201.96229318472052,201.8982661339383,201.9370721429365,-0.0956324570227483,20.743849875669596,36.32308579644281,0.0,0.0062746557892637,-0.2897650778323707,0.3251198458460832,0.646037499437945,-5294064,202.0461308083462,30.95262145530043
201.2899932861328,201.3800048828125,200.92999267578125,201.23080444335935,498448,202.0236587524414,201.9446317232572,201.79557972000308,201.8847560170419,-0.1168021960506988,21.51301611496954,35.19565298016248,0.0,0.0,-0.3610627085890977,0.3376090819645999,0.7245327175006487,-5792512,201.9821989549998,29.674397969514786
201.22000122070312,201.42999267578125,201.1100006103516,201.3699951171875,311897,201.9569918314616,201.9300161508413,201.73010516572376,201.84662558001563,-0.1153170506429999,22.00854009083998,39.01998225816526,0.0367432025713597,0.0122477341904532,-0.3957080966530366,0.3358473803111087,0.7709522279459055,-5480615,201.95254811669025,34.1926834367151
201.3500061035156,201.50999450683597,201.19000244140625,201.37359619140625,461387,201.85479100545248,201.91009697547327,201.67525763121336,201.8115863660446,-0.1081002969458721,22.11470796838352,39.12008173749843,0.0744481359925137,0.0370637795212911,-0.6053355751049475,0.3342618488229666,0.8078305859105912,-5019228,201.9103803045681,36.05666269742703
201.38479614257807,201.4850006103516,201.19500732421875,201.4600067138672,360317,201.786008199056,201.89355879563556,201.64214210546783,201.78554342884627,-0.0921383083944827,22.21329242610252,41.5974760177624,0.1359552562212862,0.0823821982617199,-0.4080342304308312,0.3298349925539512,0.8329271764911211,-4658911,201.86467013340328,35.45035256481192
201.4550018310547,201.6300048828125,201.4550018310547,201.52999877929688,493142,201.72059122721356,201.88009702242337,201.6248892860569,201.7666141955463,-0.0723695156043512,21.64314332503454,43.59950716866706,0.1890030466897837,0.1331354796345279,-0.3880106035817709,0.3143517984743373,0.8476268732225866,-4165769,201.77473479583648,33.56061850415708
201.5200042724609,201.5800018310547,201.22000122070312,201.2449951171875,315896,201.6018409729004,201.8603275005634,201.56644402930775,201.72797574529756,-0.0737410576837653,21.822932466135576,37.901968345952575,0.1802137439688522,0.1683906822933074,-0.7031149477634735,0.3189166796620598,0.8906940031579204,-4481665,201.70340281253692,34.44126414506678
201.24310302734372,201.50999450683597,201.1300048828125,201.2700042724609,287187,201.5112164815267,201.83955852801984,201.5208379128698,201.6940519324948,-0.0683386890552042,22.236727896690656,38.659475026512034,0.1557158357371791,0.1749775421319383,-0.5374122067749831,0.3250239740981976,0.925096389516218,-4194478,201.65660406729577,34.26239734502627
201.27999877929688,201.61990356445312,201.22000122070312,201.5791931152344,322213,201.46946589152017,201.82491185114932,201.5298156363105,201.68554387195695,-0.0406823240613515,22.105555169498466,47.229962252874,0.2471617180409079,0.1943637659156464,-0.2479248731908899,0.3325118110633778,0.9302194331559548,-3872265,201.5816120614261,33.043087017406776
201.57009887695312,201.65679931640625,201.4250030517578,201.44000244140625,375651,201.41613260904947,201.81164257343,201.51599822170985,201.6673556178421,-0.0290491876377254,21.811479469844176,44.233684005060496,0.412392840617365,0.2717567981318173,-0.3167059500442292,0.3224402564218838,0.9402348534938628,-4247916,201.52362258126843,39.33909826858216
201.4499969482422,201.5200042724609,201.25,201.41000366210935,421122,201.39029947916663,201.79318119929388,201.49969136638668,201.64829251001007,-0.0210343481030583,22.08217056780821,43.591813224547145,0.5557947128315716,0.4051164238299482,-0.1536771548273885,0.3171966580257892,0.9354080742823194,-4669038,201.47380892495664,38.99074739317294
201.41000366210935,201.50999450683597,201.05999755859372,201.07000732421875,426850,201.35696665445963,201.75779665433444,201.43358612913008,201.60545657032185,-0.0354429165371362,22.85382151097599,37.03282722795092,0.4254449637909559,0.4645441724132975,-0.1985376949723627,0.330476687047429,0.8917337251115984,-5095888,201.4147759296374,38.774506588706735
201.0800018310547,201.22000122070312,200.8999938964844,201.19000244140625,659680,201.3473841349284,201.72862008901745,201.3961117156341,201.57468219040217,-0.033714360090767,23.9612964352874,40.43900812812026,0.3765317265983661,0.4525904677402979,-0.0571223956477828,0.3294297507645611,0.8669709391238465,-4436208,201.34777053622432,37.65185441753163
201.17999267578125,201.2700042724609,201.1100006103516,201.1649932861328,461626,201.34189987182617,201.70141190748947,201.3605550341724,201.54433486416,-0.0311389722482639,24.725672877106827,39.95390631870227,0.3279175249697997,0.3766314051197073,-0.032704315528931,0.3124871418990425,0.824256743309641,-4897834,201.31823647942537,45.79426547820955
201.1699981689453,201.19500732421875,200.92999267578125,201.1100006103516,359960,201.3202336629232,201.6714119544396,201.3220081997384,201.5121619564705,-0.0300103191941782,25.873409101628305,38.85029231486219,0.3782587354130799,0.3609026623270819,-0.1291128336595695,0.3077398925528883,0.668861870879546,-5257794,201.3004192701795,48.43270785505341
201.09500122070312,201.1199951171875,200.7899932861328,200.90499877929688,432526,201.28118387858072,201.6308347261869,201.25785290428584,201.46718690630945,-0.0393524515885607,27.247337797093845,34.97219728321312,0.2330252193289901,0.3130671599039566,-0.2327005232920266,0.3099660864030682,0.5797579797151039,-5690320,201.28341870429423,48.998021203920246
200.91000366210935,201.00999450683597,200.83999633789065,200.9900054931641,364330,201.2420171101888,201.585450392503,201.2166456102671,201.4318401349653,-0.0361703794105475,28.52312872859756,37.747198804605055,0.1766907484844517,0.2626582344088406,-0.2332975305469267,0.2959692946572926,0.5162612560599414,-5325990,201.2609697389969,49.4581173979332
200.9900054931641,201.19000244140625,200.88999938964844,201.1450042724609,501755,201.20993423461917,201.52948878361627,201.20562386598925,201.41059303403907,-0.0207560182097025,28.69187889307525,42.560412991808455,0.2818136709162779,0.2305098795765733,-0.1910358304807809,0.2963726703673446,0.3993895085859179,-4824235,201.23710082397292,49.80501547598311
201.1450042724609,201.4250030517578,201.1150054931641,201.3500061035156,472761,201.21868515014648,201.49351208026596,201.2278365179164,201.4061051132596,0.0047556435975423,27.716301927072603,48.25850441968055,0.6151470042496113,0.357883807883447,0.0521806697686945,0.2977351591899851,0.3517021675461726,-4351474,201.23314336219116,50.76153877946072
201.3600006103516,201.44000244140625,201.1100006103516,201.1699981689453,413915,201.2103513081869,201.44947345440204,201.2189383103824,201.38861570997705,0.0106774714768517,26.74257093110007,44.11974928484864,0.7691828247309532,0.5553811666322809,-0.0496875348500742,0.3009618263764554,0.3437081592918747,-4765389,201.2077516722203,42.96582114790848
201.189697265625,201.39990234375,201.1719970703125,201.2449951171875,320501,201.18250147501627,201.39466564471903,201.22294704989088,201.3779771475482,0.020259818731357,25.83839214912557,46.19033304846492,0.8442776099660488,0.7428691463155378,-0.1657899274633111,0.2938560612192786,0.3433316624675718,-4444888,201.2036758202589,48.44139045840579
201.25,201.42999267578125,201.1000061035156,201.125,503167,201.15625127156576,201.3472618689904,201.2078782729846,201.3592380995817,0.0191440718332922,25.26843608329377,43.41821878784748,0.7228421706545552,0.7787675351171858,-0.1563753165153362,0.2974691123239132,0.3482888364621788,-4948055,201.2001560190649,46.7088953255779
201.1300048828125,201.19500732421875,201.07000732421875,201.13499450683597,412940,201.13333384195963,201.31090780404895,201.1966653858848,201.342627463082,0.0196334569865458,24.852639640234283,43.72118032272719,0.7128426787458896,0.7599874864554979,-0.1365419543583346,0.2802222010915219,0.3481452772146392,-4535115,201.18130160993144,40.75481583262509
201.1300048828125,201.25,200.94500732421875,201.13499450683597,490815,201.13874944051108,201.2745613685021,201.1871775583388,201.3272472441008,0.0204206787373938,24.925924232701245,43.72118032272719,0.6508953746435945,0.6955267413480132,0.032320674516313,0.2826992485604947,0.3461468486737793,-4044300,201.15607786537663,33.97922900020525
201.1150054931641,201.1999969482422,200.96499633789065,201.0301055908203,553068,201.12542470296225,201.2480269211989,201.16301264025904,201.30523675126523,0.0146130027945438,24.993974211420568,41.04619515937184,0.5913848925582438,0.6517076486492427,-0.0794755448310634,0.2779293847396015,0.3406570111657003,-4597368,201.13250222460303,33.279725280783154
201.03500366210935,201.10499572753903,200.8800048828125,200.9850006103516,587231,201.1104253133138,201.22937305157,201.1356261741194,201.281515555642,0.0087581858225206,25.370748147652787,39.915233811588784,0.4958994560095111,0.5793932410704499,-0.0894751481562362,0.2726355307382976,0.321455065845201,-5184599,201.11441541974256,32.465808064027385
200.97999572753903,201.2400054931641,200.22000122070312,201.13499450683597,1642127,201.11250813802084,201.22283466045675,201.1355289945373,201.2706621446193,0.0156115338104813,27.37050720931677,45.31162752043185,0.5358013685918595,0.5410285723865381,0.0124279729543636,0.3473724049105616,0.3209202964739178,-3542472,201.06090007632807,28.229989393751296
200.97999572753903,201.2700042724609,200.85499572753903,201.1000061035156,2640355,201.1287587483724,201.21780395507807,201.13006393438013,201.25802095638943,0.0182301295065453,29.052635174364063,44.311870291752726,0.6177322141066743,0.5498110129026816,0.0970644460832825,0.3541360189116929,0.3198808479975188,-6182827,201.05899046526463,44.35737528113755
202.00999450683597,202.19000244140625,200.82000732421875,200.8950042724609,2627643,201.12084197998047,201.1995350764348,201.09390090946948,201.231130831654,0.0071657834650724,27.06053891136448,38.896658085043065,0.5921776910405924,0.581903757913042,-0.0472666391893581,0.4557219287392737,0.2824312305302382,-8810470,201.1117121003771,57.924997711198486
200.9199981689453,201.2350006103516,200.5500946044922,201.0200042724609,938628,201.1104253133138,201.1859353872446,201.08253219608355,201.2154918272693,0.0091488595710441,25.75498429890885,43.435802356307285,0.5131733897843297,0.5743610983105322,-0.0621442229958051,0.4786403364512838,0.2500116905803602,-7871842,201.10442672013264,55.57594815683073
201.0200042724609,201.4499969482422,200.77999877929688,201.0792999267578,852743,201.08786646525064,201.1712928185096,201.0820349238796,201.20540353834247,0.0149919010351161,23.938333984443517,45.503904322786525,0.5141095184718513,0.539820199765591,-0.1344455766336755,0.4977761197006867,0.211037916672785,-7019099,201.1087750844429,57.25134942499473
201.08999633789065,201.19000244140625,200.66000366210935,200.8000030517578,735023,201.0570335388184,201.1432160597581,201.03864540509164,201.1753738726696,0.0013056383360769,22.569426412336355,38.3849087449163,0.4156507377757885,0.4809778820106565,-0.1839216188075783,0.5009983856603055,0.2476685426234745,-7754122,201.0974978675184,52.43870497041424
200.8000030517578,201.0890045166016,200.63999938964844,200.80999755859372,574699,201.0207837422689,201.1264853844276,201.00346881332277,201.14830896051583,-0.0054448330232622,21.352402710547672,38.754163932583786,0.251023556112054,0.3935946041198979,-0.2161532307128658,0.4957990597895875,0.2697717262925665,-7179423,201.07955550110617,48.48087037836413
200.83999633789065,200.91000366210935,200.6199951171875,200.75999450683597,563400,200.99036661783853,201.10686962421124,200.9660112277094,201.1195449269099,-0.0113107080245303,20.27962150940635,37.54195840957191,0.0157691699732286,0.227481154620357,-0.1814819108335923,0.4752200083028162,0.2963739383624743,-7742823,201.061361393282,47.946079077659846
200.7550048828125,200.91000366210935,200.35240173339844,200.48260498046875,819468,200.9360008239746,201.06469315748947,200.8916410358262,201.07236419013648,-0.0308001305074461,20.012840638286328,31.631101640874306,0.0157691699732286,0.0941872986861704,-0.324354062785934,0.4834582003436283,0.3821721011388901,-8562291,201.02831591956027,43.93594114948272
200.4600067138672,200.8500061035156,200.4499969482422,200.79660034179688,593441,200.90780131022132,201.03994692288916,200.87701939059093,201.0519372384076,-0.019995859211089,19.76511554367488,42.64035407494403,0.2645284370793586,0.0986889256752719,-0.1682423120197324,0.4751132958366092,0.3911380257519064,-7968850,201.00756855615967,47.880607896389854
201.0800018310547,201.37109375,200.8999938964844,201.0800018310547,884306,200.91195933024088,201.02725454477164,200.90824745835457,201.05401609712223,0.0073226798703477,18.816205521682672,50.40313071502283,0.597861770412692,0.2927197924884264,0.0248202825580436,0.4850513070732608,0.3921903276620285,-7084544,201.01066190610243,52.42435785710108
201.07000732421875,201.07000732421875,200.76499938964844,200.88999938964844,450879,200.90404256184897,201.0203311626728,200.905440063169,201.04186671138345,0.0133317363388804,17.537756441096548,45.91649231668279,0.8515262449949182,0.571305484162323,-0.0472678162124661,0.4680464205065597,0.3909325938189262,-7535423,201.00410076794304,52.5708306058387
200.8650054931641,201.1199951171875,200.83999633789065,201.0200042724609,453495,200.8944600423177,201.0137927715595,200.923065326137,201.04024727146324,0.0260611513816313,16.495050182814712,49.2455609899917,0.8997762734993137,0.7830547629689746,-0.057170675176115,0.4492416563855912,0.3574173686562314,-7081928,201.00141455391545,56.093140022884135
